EngDispl|NumCyl|FE|NumGears|TransLockup|TransCreeperGear|IntakeValvePerCyl|ExhaustValvesPerCyl|VarValveTiming|VarValveLift
4.8|8|33.2603|7|1|0|2|2|1|1
4.8|8|32.0263|7|1|0|2|2|1|1
6.6|12|27.3|8|1|0|2|2|1|0
6.7|12|24.2|6|1|0|2|2|1|0
3.5|6|39.8|6|1|0|2|2|1|0
2|4|40.4003|6|0|0|2|2|1|0
2|4|38.8702|6|0|0|2|2|1|0
2|4|60.1|6|0|0|2|2|0|0
2|4|37.1|6|0|0|2|2|1|0
2|4|37.7989|6|1|0|2|2|1|1
3|6|38.1696|6|1|0|2|2|1|1
3|6|36.798|6|1|0|2|2|1|1
3|6|35.5404|6|1|0|2|2|1|1
3|6|35.4606|6|0|0|2|2|1|1
3|6|38.3|6|1|0|2|2|1|0
3.6|6|37|6|1|0|2|2|1|0
3|6|36.1|6|1|0|2|2|1|0
3.6|6|37.2|6|1|0|2|2|1|0
2|4|43.9|5|0|0|2|2|1|0
2|4|38|1|1|0|2|2|1|0
2.4|4|35.3|1|1|0|2|2|1|0
2.4|4|40.1|5|0|0|2|2|1|0
1.5|4|46.2622|5|0|0|2|2|1|0
1.5|4|49.3|5|1|0|2|2|1|0
1.5|4|47.4|5|1|0|2|2|1|0
2|4|42.6|4|1|0|2|2|1|0
2|4|43.5|5|0|0|2|2|1|0
3.5|6|33.3|5|1|0|2|2|1|0
3.5|6|32.349|5|1|0|2|2|1|0
1.6|4|43.5|4|1|0|2|2|1|0
1.6|4|44.2|5|0|0|2|2|1|0
2|4|41.8|4|1|1|2|2|1|0
2|4|42.8|5|0|0|2|2|1|0
2|4|34.7|6|1|0|2|2|1|0
2.4|4|37.2218|5|0|0|2|2|1|0
2.4|4|37.4911|1|0|0|2|2|1|0
1.8|4|41.799|6|0|0|2|2|1|0
1.8|4|43.2609|1|1|0|2|2|1|0
1.8|4|43.7|4|1|0|2|2|1|0
1.8|4|44.8|5|0|0|2|2|1|0
2.4|4|40|5|1|0|2|2|1|0
2.4|4|38.6|5|0|0|2|2|1|0
2.4|4|35.5877|4|1|0|2|2|1|0
2|4|37.5|5|1|0|2|2|0|0
2|4|43.1|6|0|0|2|2|0|0
2|4|41.0456|6|0|0|2|2|0|0
2|4|38.4627|6|1|0|2|2|0|0
2|4|38.2|5|1|0|2|2|0|0
2.5|4|37.071|5|0|0|2|2|0|1
2.5|4|35.9226|4|1|0|2|2|0|1
2.5|4|34.1435|5|0|0|2|2|1|0
2.5|4|32.9103|4|1|0|2|2|1|0
2.5|4|31.8|6|0|0|2|2|1|0
2|4|42.3461|6|0|0|2|2|1|0
2|4|41.5661|1|1|0|2|2|1|0
2|4|41.7078|6|0|0|2|2|1|0
2|4|40.2345|1|1|0|2|2|1|0
1.8|4|43.629|4|1|0|2|2|1|0
1.8|4|44.7393|5|0|0|2|2|1|0
2.4|4|36.1596|4|1|0|2|2|1|0
2.4|4|38.9575|5|0|0|2|2|1|0
2.4|4|40.2796|5|1|0|2|2|1|0
2.4|4|38.7|5|0|0|2|2|1|0
2.4|4|38.7|4|1|0|2|2|1|0
2|4|60.1|6|0|0|2|2|0|0
2|4|58.535|6|0|0|2|2|0|0
2.5|5|39.5714|5|0|0|2|2|1|0
2.5|5|40.0169|6|0|0|2|2|1|0
2.5|5|37.6|5|1|0|2|2|1|0
2.5|5|37.5|6|0|0|2|2|1|0
2.4|5|39.348|5|1|0|2|2|1|0
2.5|5|40.4|6|0|0|2|2|1|0
2.5|5|40.6|5|1|0|2|2|1|0
3|6|34.7286|6|1|0|2|2|1|0
3|6|32.5289|6|0|0|2|2|1|0
3|6|33.7229|6|1|0|2|2|1|0
2.4|4|37.0711|4|1|0|2|2|1|0
2.7|6|35.9|5|1|0|2|2|1|0
2|4|42|6|0|0|2|2|1|0
3.2|6|36.4|6|1|0|2|2|1|0
2.9|4|34.1514|4|1|0|2|2|0|0
2.9|4|35.3237|5|0|0|2|2|0|0
3.7|5|31.8217|4|1|0|2|2|0|0
5.3|8|27.9|4|1|0|1|1|1|0
3.7|5|27|4|1|0|2|2|0|0
2.9|4|34.3|4|1|0|2|2|0|0
2.9|4|35.5|5|0|0|2|2|0|0
3.7|5|31.6|4|1|0|2|2|0|0
5.3|8|27.9|4|1|0|1|1|1|0
2.3|4|32.8232|5|1|1|2|2|0|0
2.3|4|37.7|5|0|1|2|2|0|0
4|6|28.6|5|0|1|1|1|0|0
4|6|28.5|5|1|1|1|1|0|0
2.9|4|34.1796|4|1|0|2|2|0|0
2.9|4|35.2582|5|0|0|2|2|0|0
3.7|5|31.8467|4|1|0|2|2|0|0
5.3|8|27.9|4|1|0|1|1|1|0
3.7|5|27|4|1|0|2|2|0|0
2.9|4|34.3|4|1|0|2|2|0|0
2.9|4|35.5|5|0|0|2|2|0|0
3.7|5|31.6|4|1|0|2|2|0|0
5.3|8|27.9|4|1|0|1|1|1|0
2.5|4|30.1688|5|1|0|2|2|1|0
2.5|4|31.7|5|0|0|2|2|1|0
4|6|27.7366|5|1|0|2|2|1|0
4|6|27.5894|6|0|0|2|2|1|0
2.5|4|30.2|5|1|0|2|2|1|0
2.5|4|31.8|5|0|0|2|2|1|0
4|6|27.7857|5|1|0|2|2|1|0
2.7|4|35.4291|4|1|0|2|2|1|0
2.7|4|36.1463|5|0|0|2|2|1|0
4|6|29.2|5|1|0|2|2|1|0
4|6|25.3|6|0|0|2|2|1|0
2.9|4|32.4|4|1|0|2|2|0|0
2.9|4|34.1|5|0|0|2|2|0|0
3.7|5|31.4112|4|1|0|2|2|0|0
5.3|8|26.6|4|1|0|1|1|1|0
3.7|5|29.7999|4|1|0|2|2|0|0
3.7|5|29.7999|4|1|0|2|2|0|0
5.3|8|26.6|4|1|0|1|1|1|0
4|6|26.2|5|0|1|1|1|0|0
4|6|24.6648|5|1|1|1|1|0|0
2.9|4|32.4|4|1|0|2|2|0|0
2.9|4|34.1|5|0|0|2|2|0|0
3.7|5|31.3858|4|1|0|2|2|0|0
5.3|8|26.6|4|1|0|1|1|1|0
3.7|5|29.7999|4|1|0|2|2|0|0
3.7|5|29.7999|4|1|0|2|2|0|0
5.3|8|26.6|4|1|0|1|1|1|0
4|6|26.82|6|0|0|2|2|1|0
4|6|26.6538|5|1|0|2|2|1|0
4|6|26.3846|5|1|0|2|2|1|0
2.7|4|30.3|5|0|0|2|2|1|0
4|6|28.3|5|1|0|2|2|1|0
4|6|24.4|6|0|0|2|2|1|0
4.3|6|27.8055|4|1|0|1|1|0|0
4.8|8|26.2283|4|1|0|1|1|1|0
5.3|8|29.3708|6|1|0|1|1|1|0
6.2|8|26.1|6|1|0|1|1|1|0
6|8|30.5|1|0|0|1|1|1|0
5.3|8|30.4|6|1|0|1|1|1|0
3.7|6|28.1|4|1|0|1|1|0|0
4.7|8|25.6|5|1|0|1|1|0|0
3.7|6|27.8|4|1|0|1|1|0|0
4.7|8|25.6|5|1|0|1|1|0|0
5.7|8|27.1|5|1|0|1|1|1|0
4|6|27.8|5|1|1|1|1|0|0
4.6|8|29|6|1|1|2|1|0|0
5.4|8|27.0426|6|1|0|2|1|0|0
4.6|8|26.7829|4|1|0|1|1|0|0
4.6|8|28.4633|6|1|1|2|1|0|0
4.3|6|27.8522|4|1|0|1|1|0|0
4.8|8|26.2125|4|1|0|1|1|1|0
5.3|8|29.3645|6|1|0|1|1|1|0
6.2|8|26.1|6|1|0|1|1|1|0
6|8|30.5|1|0|0|1|1|1|0
5.3|8|30.4|6|1|0|1|1|1|0
5.6|8|24.9815|5|1|0|2|2|1|0
5.6|8|25.0089|5|1|0|2|2|1|0
4|6|25.7499|5|1|0|2|2|1|0
4.6|8|28.0212|6|1|0|2|2|1|0
5.7|8|25.5551|6|1|0|2|2|1|0
4.3|6|24.1937|4|1|0|1|1|0|0
4.8|8|24.1496|4|1|0|1|1|1|0
5.3|8|29.0205|6|1|0|1|1|1|0
6.2|8|25.7999|6|1|0|1|1|1|0
6|8|30.2999|1|0|0|1|1|1|0
3.7|6|24.4|4|1|0|1|1|0|0
4.7|8|25.6|5|1|0|1|1|0|0
4.7|8|24.5|5|1|0|1|1|1|0
5.7|8|25.4|5|1|0|1|1|1|0
4|6|25.7535|5|1|1|1|1|0|0
4.6|8|26.6622|6|1|1|2|1|0|0
5.4|8|24.7939|6|1|0|2|1|0|0
4.6|8|27.1061|6|1|0|2|1|0|0
4.6|8|25.2298|4|1|0|1|1|0|0
4.3|6|24.1937|4|1|0|1|1|0|0
4.8|8|24.1534|4|1|0|1|1|1|0
5.3|8|29.0185|6|1|0|1|1|1|0
6.2|8|25.8026|6|1|0|1|1|1|0
6|8|30.2999|1|0|0|1|1|1|0
6.2|8|25.7999|6|1|0|1|1|1|0
3.5|6|28.2|5|1|0|2|2|1|1
3.7|5|25.2|5|0|0|2|2|0|0
3.7|5|25.1|4|1|0|2|2|0|0
5.3|8|22.2999|4|1|0|1|1|1|0
5.6|8|23.061|5|1|0|2|2|1|0
5.6|8|23.1109|5|1|0|2|2|1|0
4.6|8|26.2295|6|1|0|2|2|1|0
5.7|8|23.4318|6|1|0|2|2|1|0
5.7|8|23.9993|6|1|0|2|2|1|0
4.3|6|27.6|4|1|0|1|1|0|0
5.3|8|24.2999|4|1|0|1|1|1|0
5.3|8|23.2999|4|1|0|1|1|1|0
5.3|8|22.7619|4|1|0|1|1|1|0
5.3|8|22.9|4|1|0|1|1|1|0
4.3|6|27.6|4|1|0|1|1|0|0
5.3|8|24.2999|4|1|0|1|1|1|0
5.3|8|23.2999|4|1|0|1|1|1|0
5.3|8|22.7619|4|1|0|1|1|1|0
5.3|8|22.9|4|1|0|1|1|1|0
5.3|8|23.2999|4|1|0|1|1|1|0
5.3|8|22.9|4|1|0|1|1|1|0
5.3|8|23.2999|4|1|0|1|1|1|0
5.3|8|22.9|4|1|0|1|1|1|0
2|4|35|4|1|1|2|2|0|0
3.3|6|33.0988|4|1|0|1|1|0|0
3.8|6|31.9|6|1|0|1|1|0|0
4|6|35.2|6|1|0|2|2|0|0
3.3|6|33.0988|4|1|0|1|1|0|0
3.8|6|31.9|6|1|0|1|1|0|0
4|6|35.2|6|1|0|2|2|0|0
3.5|6|35.5|5|1|0|2|2|1|0
3.5|6|32.4|5|1|0|2|2|1|0
3.8|6|32.4|5|1|0|2|2|1|0
3.8|6|32.4|5|1|0|2|2|1|0
2.3|4|39.2|5|0|0|2|2|1|0
2.3|4|38.1|5|1|0|2|2|1|0
3.5|6|34|5|1|0|2|2|1|0
3.8|6|31.9|6|1|0|1|1|0|0
4|6|35.2|6|1|0|2|2|0|0
3.5|6|29.2|5|1|0|2|2|1|0
2.3|4|34.4|5|1|0|2|2|1|1
3.6|6|33|6|1|0|2|2|1|0
6.2|8|28.4|6|1|0|1|1|1|0
6|8|30.5|1|0|0|1|1|1|0
6.2|8|28.4|6|1|0|1|1|1|0
3|6|34.5|6|1|0|2|2|1|0
5.3|8|28.9935|6|1|0|1|1|1|0
6.2|8|26|6|1|0|1|1|1|0
5.3|8|28.9935|6|1|0|1|1|1|0
6.2|8|26|6|1|0|1|1|1|0
5.3|8|28.9935|6|1|0|1|1|1|0
6|8|30.5|1|0|0|1|1|1|0
2.4|4|45.1|6|1|0|2|2|1|0
3|6|34.5482|6|1|0|2|2|1|0
2|4|40.3|4|1|0|2|2|1|0
2|4|40.6|5|0|0|2|2|1|0
2.2|4|42.3991|4|1|0|2|2|1|0
2.2|4|44.9991|5|0|0|2|2|1|0
2.4|4|41.9|5|0|0|2|2|1|0
2.4|4|41.5|4|1|0|2|2|1|0
2.2|4|42.3991|4|1|0|2|2|1|0
2.2|4|44.9991|5|0|0|2|2|1|0
2.4|4|41.9|5|0|0|2|2|1|0
2.4|4|41.5|4|1|0|2|2|1|0
3.6|6|33|6|1|0|2|2|1|0
2.4|4|34.1|4|1|0|2|2|0|0
2.4|4|35|4|1|0|2|2|1|0
3.5|6|33.2|6|1|0|2|2|0|0
3.7|6|30.5|4|1|0|1|1|0|0
4|6|29.4|5|1|0|2|2|0|0
3.5|6|34.2|6|1|1|2|2|0|0
2.5|4|39.2|6|1|0|2|2|1|0
2.5|4|38.6|5|0|0|2|2|1|0
3|6|34.8|6|1|0|2|2|1|0
2.5|4|42.9|1|0|0|2|2|1|0
5.4|8|27|6|1|0|2|1|0|0
4|6|27.8|5|1|1|1|1|0|0
4.6|8|29|6|1|1|2|1|0|0
3.5|6|34.2|6|1|1|2|2|0|0
3.6|6|33|6|1|0|2|2|1|0
5.3|8|28.9935|6|1|0|1|1|1|0
6.2|8|28.4|6|1|0|1|1|1|0
6|8|30.5|1|0|0|1|1|1|0
5.3|8|28.9935|6|1|0|1|1|1|0
6.2|8|28.4|6|1|0|1|1|1|0
6.2|8|26|6|1|0|1|1|1|0
2.4|4|45.1|6|1|0|2|2|1|0
3|6|34.5482|6|1|0|2|2|1|0
3.5|6|38.3|5|1|0|2|2|1|1
2.4|4|39.2|5|1|0|2|2|1|1
2.4|4|34.3|5|1|0|2|2|1|1
2.4|4|31.9|5|0|0|2|2|1|1
3.5|6|31.9475|5|1|0|2|2|1|1
2.4|4|38.6|6|1|0|2|2|1|0
2.4|4|36.7|6|0|0|2|2|1|0
3.5|6|36.4|6|1|0|2|2|1|0
2.4|4|41.6|6|0|0|2|2|1|0
2.4|4|43.2286|6|1|0|2|2|1|0
3.8|6|32.5|6|1|0|2|2|1|0
3.5|6|31.4961|7|1|0|2|2|1|0
5.6|8|24.2|5|1|0|2|2|1|0
3.7|6|27.2|5|1|0|1|1|0|0
5.7|8|27.1|5|1|0|1|1|1|0
2|4|40.2397|5|0|0|2|2|1|0
2|4|38|1|1|0|2|2|1|0
2.4|4|39.2|5|0|0|2|2|1|0
2.4|4|34.7|1|1|0|2|2|1|0
3.7|6|28.8|5|1|0|1|1|0|0
5.7|8|27.1|5|1|0|1|1|1|0
3.7|6|30.5|4|1|0|1|1|0|0
2|4|40.2397|5|0|0|2|2|1|0
2|4|38|1|1|0|2|2|1|0
2.4|4|39.2|5|0|0|2|2|1|0
2.4|4|34.7|1|1|0|2|2|1|0
3.8|6|28.2|4|1|0|1|1|0|0
3.8|6|29.5|5|1|0|2|2|1|0
4.6|8|29.9|6|1|0|2|2|1|0
2|4|34.5|4|1|0|2|2|1|0
2|4|35.3|5|0|0|2|2|1|0
2.7|6|32.7|4|1|0|2|2|0|0
3.5|6|34.5|6|1|0|2|2|1|0
3.5|6|39.0959|1|0|0|2|2|1|0
3.5|6|32.2|6|1|1|2|2|1|0
3.5|6|34.2|6|1|1|2|2|0|0
5.4|8|27|6|1|0|2|1|0|0
2.3|4|34.7|6|1|0|2|2|1|0
2.5|4|38.6|5|1|0|2|2|1|0
3.7|6|30.5|6|1|0|2|2|1|0
2.5|4|38.6|5|0|0|2|2|1|0
2.5|4|39.2|6|1|0|2|2|1|0
3|6|34.8|6|1|0|2|2|1|0
2.5|4|42.9|1|0|0|2|2|1|0
3.5|6|30.6|7|1|0|2|2|1|0
3.5|6|28.7|7|1|0|2|2|1|0
2.5|4|39.2|6|1|0|2|2|1|0
3|6|34.8|6|1|1|2|2|1|0
2.5|4|42.9|1|0|0|2|2|1|0
4|6|27.8|5|1|1|1|1|0|0
4.6|8|29|6|1|1|2|1|0|0
2.4|4|37.9764|1|0|0|2|2|1|0
3|6|35.2887|6|1|0|2|2|0|1
3.8|6|29.8099|4|1|0|2|2|0|1
5.6|8|24.9477|5|1|0|2|2|1|0
5.6|8|25.1952|5|1|0|2|2|1|0
3.5|6|32.4076|1|1|0|2|2|1|0
4|6|29.9|5|1|0|2|2|1|0
4|6|30.9375|5|1|0|2|2|1|0
2.5|4|38.0299|1|1|0|2|2|1|0
4|6|28.0488|6|0|0|2|2|1|0
4|6|28.6549|5|1|0|2|2|1|0
3.6|6|33|6|1|0|2|2|1|0
2.4|4|37|4|1|0|2|2|1|0
3.6|6|33|6|1|0|2|2|1|0
3.6|6|33.2|6|1|0|2|2|1|0
2.4|4|45.3|4|1|0|2|2|1|0
2.4|4|35.8103|5|0|0|2|2|1|0
2.4|4|34.2831|4|1|0|2|2|1|0
3.2|6|33.7628|5|1|0|2|2|1|0
2.7|4|31.7|4|1|0|2|2|1|0
4|6|31.4|5|1|0|2|2|1|0
4|6|30.2|5|1|0|2|2|1|0
2.7|4|37.8|6|1|0|2|2|1|0
3.5|6|33.1|5|1|0|2|2|1|0
2.5|4|39.7|4|1|0|2|2|1|0
3.5|6|37.3499|5|1|0|2|2|1|0
4.6|8|26.5484|6|1|0|2|2|1|0
5.7|8|25.6179|6|1|0|2|2|1|0
2.7|4|40.6|6|1|0|2|2|1|0
3.5|6|36.6|6|1|0|2|2|1|0
2|4|34.1|6|0|0|2|2|1|0
2|4|36.2|6|0|0|2|2|1|0
3.2|6|36.4|6|1|0|2|2|1|0
3.2|6|29.7|6|1|0|2|2|1|0
3.5|6|28.7|6|1|0|2|2|1|1
2.3|4|31.9|5|1|0|2|2|1|1
3.7|6|31.6|6|1|0|2|2|1|1
3.2|6|30.7|6|0|0|2|2|1|1
3|6|33.2|6|0|0|2|2|0|0
3.6|6|26.1066|6|0|0|2|2|1|0
4.2|8|24.6|6|1|0|2|2|1|0
4.4|8|26.6|7|1|0|2|2|1|0
3|6|33|6|1|0|2|2|1|1
3|6|33.6|6|0|0|2|2|1|1
3|6|29.6|6|1|0|2|2|1|1
3|6|36.559|6|1|0|2|2|0|0
4.8|8|26.7946|6|1|0|2|2|1|1
4.4|8|23.1521|6|1|0|2|2|1|0
3|6|29.5|6|1|0|2|2|1|0
4.4|8|24.9|6|1|0|2|2|1|0
4.4|8|23.1521|6|1|0|2|2|1|0
3.6|6|30.9|6|1|0|2|2|1|0
6.2|8|27.4|6|1|0|1|1|1|0
2.8|6|30.2993|6|1|0|2|2|1|0
3|6|31.3|6|1|0|2|2|1|0
2.4|4|40.3|6|1|0|2|2|1|0
3|6|33.1|6|1|0|2|2|1|0
5.3|8|29|6|1|0|1|1|1|0
6|8|30.2999|1|0|0|1|1|1|0
3.6|6|31.6|6|1|0|2|2|1|0
3.5|6|31.9|6|1|0|2|2|0|0
3.7|6|28.5|4|1|0|1|1|0|0
4|6|28.4|5|1|0|2|2|0|0
3.5|6|31.4|6|1|1|2|2|0|0
2.5|4|36.0307|6|1|0|2|2|1|0
3|6|31.3917|6|1|0|2|2|1|0
2.5|4|37.9|1|0|0|2|2|1|0
5.4|8|23.8983|6|1|1|2|1|0|0
4|6|25.7535|5|1|1|1|1|0|0
4.6|8|26.6622|6|1|1|2|1|0|0
3.5|6|30.3805|6|1|1|2|2|0|0
3.5|6|30.2|6|1|1|2|2|1|0
3.6|6|31.6|6|1|0|2|2|1|0
5.3|8|29|6|1|0|1|1|1|0
6|8|30.2999|1|0|0|1|1|1|0
6.2|8|27.4|6|1|0|1|1|1|0
2.4|4|40.3|6|1|0|2|2|1|0
3|6|33.1|6|1|0|2|2|1|0
3.5|6|34.6|5|1|0|2|2|1|1
2.4|4|37.7098|5|1|0|2|2|1|1
2.4|4|31.3|5|0|0|2|2|1|1
2.4|4|33.5|5|1|0|2|2|1|1
3.5|6|30.5|5|1|0|2|2|1|1
3.7|5|25.2|5|0|0|2|2|0|0
3.7|5|25.1|4|1|0|2|2|0|0
5.3|8|22.2999|4|1|0|1|1|1|0
2.4|4|37.6|6|1|0|2|2|1|0
3.5|6|36|6|1|0|2|2|1|0
2.4|4|39.2041|6|1|0|2|2|1|0
2.4|4|38.6|6|0|0|2|2|1|0
3.8|6|31.1|6|1|0|2|2|1|0
3.5|6|29.7734|7|1|0|2|2|1|0
5|8|27.2511|7|1|0|2|2|1|1
5.6|8|23.6|5|1|0|2|2|1|0
3.7|6|26.6|5|1|0|1|1|0|0
5.7|8|26|5|1|0|1|1|1|0
2.4|4|38.6|5|0|0|2|2|1|0
2.4|4|33.6|1|1|0|2|2|1|0
3.7|6|27.5|5|1|0|1|1|0|0
5.7|8|26|5|1|0|1|1|1|0
6.1|8|20.9|5|1|0|1|1|0|0
3.7|6|28.5|4|1|0|1|1|0|0
2.4|4|38.6|5|0|0|2|2|1|0
2.4|4|33.6|1|1|0|2|2|1|0
2.4|4|33.6|1|1|0|2|2|1|0
3.8|6|26.163|6|1|0|1|1|0|0
3.8|6|26.5632|4|1|0|1|1|0|0
3.8|6|29.2986|5|1|0|2|2|1|0
4.6|8|28.4|6|1|0|2|2|1|0
2|4|33.4|5|0|0|2|2|1|0
2.7|6|31.3|4|1|0|2|2|0|0
3.2|6|30.347|6|1|0|2|2|1|1
5|8|23.8204|6|1|0|2|2|1|1
5|8|24.5722|6|1|0|2|2|1|0
5|8|25.5082|6|1|0|2|2|1|1
5|8|23.5743|6|1|0|2|2|1|0
5|8|24.7928|6|1|0|2|2|1|1
4.6|8|28.3|6|1|0|2|2|1|0
5.7|8|24.1491|6|1|0|2|2|1|0
3.5|6|33.7937|6|1|0|2|2|1|0
3.5|6|38.7193|1|0|0|2|2|1|0
3.5|6|29.9849|6|1|1|2|2|1|0
3.5|6|30.2|6|1|1|2|2|1|0
3.5|6|31.4|6|1|1|2|2|0|0
2.3|4|31.7|6|1|0|2|2|1|0
3.7|6|28.7|6|1|0|2|2|1|0
2.5|4|37|6|1|0|2|2|1|0
3|6|32.1|6|1|0|2|2|1|0
2.5|4|37.9|1|0|0|2|2|1|0
5.4|8|20.7|5|1|0|2|1|1|0
5.5|8|20.1|7|1|0|2|2|1|0
3|6|31.5|7|1|0|2|2|1|0
4.7|8|23.8|7|1|0|2|2|1|0
5.5|8|23.2|7|1|0|2|2|1|0
3.5|6|28.6683|7|1|0|2|2|1|0
3.5|6|27.3|7|1|0|2|2|1|0
3|6|34.4|7|1|0|2|2|1|0
5.5|8|24.6|7|1|0|2|2|1|0
6.3|8|19.7|7|1|0|2|2|1|0
3.5|6|33.7|8|0|0|2|2|1|0
3.5|6|25.8|7|1|0|2|2|1|0
3|6|33.3|7|1|0|2|2|1|0
2.5|4|36.0307|6|1|0|2|2|1|0
3|6|31.3917|6|1|0|2|2|1|0
2.5|4|37.9|1|0|0|2|2|1|0
4|6|25.7535|5|1|1|1|1|0|0
4.6|8|26.6622|6|1|1|2|1|0|0
2.4|4|35.2418|1|0|0|2|2|1|0
3|6|32.9548|6|1|0|2|2|0|1
3.8|6|26.9|4|1|0|2|2|0|1
5.6|8|24.1924|5|1|0|2|2|1|0
5.6|8|24.1491|5|1|0|2|2|1|0
3.5|6|31.7082|1|1|0|2|2|1|0
4|6|27.234|5|1|0|2|2|1|0
5.6|8|24.2996|5|1|0|2|2|1|0
2.5|4|35.8606|1|1|0|2|2|1|0
4|6|27.1846|6|0|0|2|2|1|0
4|6|27.5665|5|1|0|2|2|1|0
3.6|6|27.5811|6|1|0|2|2|1|1
3.6|6|28.1127|6|0|0|2|2|1|1
4.8|8|25.56|6|1|0|2|2|1|1
4.8|8|23.578|6|0|0|2|2|1|1
4.8|8|26.388|6|1|0|2|2|1|1
4.8|8|23.578|6|0|0|2|2|1|1
4.8|8|25.7761|6|1|0|2|2|1|1
4.8|8|25.7761|6|1|0|2|2|1|1
4.8|8|25.7761|6|1|0|2|2|1|1
3.6|6|31.6|6|1|0|2|2|1|0
3.5|6|32.2|6|1|0|1|1|1|0
3.6|6|32.1|6|1|0|2|2|1|0
3.6|6|32.6|6|1|0|2|2|1|0
2.5|4|37.071|5|0|0|2|2|0|1
2.5|4|35.9226|4|1|0|2|2|0|1
2.5|4|32.9103|4|1|0|2|2|1|0
2.5|4|40.0816|1|1|0|2|2|0|1
2.5|4|37.0574|6|0|0|2|2|0|1
3.6|6|34.2708|5|1|0|2|2|0|1
3.6|6|29.5|5|1|0|2|2|0|1
2.4|4|34.2513|5|0|0|2|2|1|0
2.4|4|32.2765|4|1|0|2|2|1|0
3.2|6|32.2747|5|1|0|2|2|1|0
4|6|30|5|1|0|2|2|1|0
4|6|30|5|1|0|2|2|1|0
4|6|28.9182|5|1|0|2|2|1|0
4|6|26.8137|6|0|0|2|2|1|0
3.5|6|31.3|5|1|0|2|2|1|0
3.3|6|34.9989|1|0|0|2|2|1|0
5.7|8|24.7491|6|1|0|2|2|1|0
2.5|4|38.3778|4|1|0|2|2|1|0
3.5|6|35.7494|5|1|0|2|2|1|0
4.6|8|24.8718|6|1|0|2|2|1|0
5.7|8|24.5|6|1|0|2|2|1|0
5.7|8|24.2206|6|1|0|2|2|1|0
2.7|4|38.7|6|1|0|2|2|1|0
3.5|6|35|6|1|0|2|2|1|0
2|4|33.3|6|0|0|2|2|1|0
3|6|34.4|6|0|0|2|2|0|0
3.6|6|26.1066|6|0|0|2|2|1|0
3|6|29.7892|6|1|0|2|2|1|0
3.2|6|30.4926|6|1|0|2|2|1|0
3|6|29.7892|6|1|0|2|2|1|0
3.2|6|30.4926|6|1|0|2|2|1|0
3.2|6|29.7431|6|1|0|2|2|1|0
4.4|8|26.2|6|1|0|2|2|1|0
